,0
0,5.91064812424
1,5.85318473486
2,5.98826540652
3,6.0666788524
4,5.82860938092
5,5.48098824904
6,5.94218213257
7,6.02816492378
8,6.13678619151
9,5.6407830376
10,5.86595901238
11,5.8231212994
12,5.62741933505
13,5.9694051873
14,5.64829846592
15,5.95796258141
16,5.9477128842
17,5.91318127801
18,5.86642935652
19,5.93648277862
20,5.85895206443
21,5.93871124054
22,5.69999171401
23,5.89249482708
24,5.85591619203
25,5.90770444338
26,5.85834350213
27,5.99079279855
28,5.84678127056
29,6.02803178428
30,5.84678127056
31,6.01237885149
32,5.98653136637
33,5.89553646123
34,5.8694299044
35,5.89109517985
36,6.00925359927
37,5.83744256056
38,5.85197495586
39,6.0083808866
40,5.85107816556
41,5.99263027713
42,6.21175405085
43,5.91705158854
44,5.50077228622
45,5.74693645375
46,5.91705158854
47,5.97591757517
48,5.86420089459
49,5.93519940055
50,5.48589425112
51,5.84920536246
52,5.90750600168
53,5.92967132234
54,5.92923644102
55,5.84407965277
56,5.87801353707
57,5.96523580836
58,5.97116892853
59,5.88413775332
60,5.97116892853
61,6.02883075959
62,5.78590652961
63,6.05343141903
64,5.96427385417
65,6.05343141903
66,5.33290796883
67,5.91608963435
68,5.94591649188
69,5.54246366192
70,5.84447920958
71,5.99947986964
72,5.69909211199
73,5.96971536428
74,5.71196701621
75,5.71196701621
76,5.94671841722
77,5.63508087192
78,5.91785351388
79,5.84875188865
80,5.96331189998
81,5.84223387733
82,5.81491581934
83,6.06063667037
84,5.79012810339
85,5.60432176127
86,5.6498695272
87,5.77329804269
88,5.85569929614
89,6.18092079637
90,5.8747028122
91,5.85498675063
92,5.8747028122
93,5.86729911917
94,6.03746391368
95,6.0634770511
96,5.7515193098
97,5.91945146451
98,5.94990724947
99,5.91945146451
100,5.57755218036
101,5.83630356889
102,5.97210961681
103,5.83630356889
104,5.81928912511
105,5.83067500227
106,5.46738234512
107,5.96537470961
108,5.73155823514
109,5.82922302188
110,5.90877813286
111,5.94347566796
112,5.97989413586
113,6.10869056241
114,6.11004472781
115,6.11004472781
116,5.90887875957
117,5.87651607485
118,5.86455655342
119,6.02967644461
120,5.98562895263
121,5.85865875777
122,5.96413509123
123,6.14905534514
124,5.5243811521
125,5.93220166439
126,5.99023040117
127,6.14905534514
128,5.80510676519
129,5.73600232824
130,5.92206384077
131,5.89187570097
132,5.92419448771
133,5.91735895381
134,5.93415650171
135,5.91186647671
136,6.03862417127
137,5.68198280324
138,5.81411965574
139,6.06080808441
140,6.0694484458
141,5.86989743682
142,6.06381425574
143,5.72021625596
144,5.71573683833
145,5.72931852632
146,6.18965670581
147,5.83449311796
148,5.88409104362
149,5.58123262266
150,5.9202943378
151,6.02457776258
152,5.58123262266
153,5.68424391626
154,5.9360691632
155,5.97441448951
156,5.70849612418
157,5.80923505787
158,5.86580728039
159,5.90980538924
160,5.9500178952
161,5.97451511621
162,5.95933252757
163,5.63688569941
164,5.68451019527
165,5.9641974434
166,5.8609878464
167,5.87237372356
168,5.72075176399
169,5.88282172417
170,5.4262753158
171,5.98363144519
172,5.8660949636
173,5.70090256292
174,5.89350349098
175,5.92819807605
176,5.45413491175
177,5.94424761562
178,6.04172815758
179,5.83693394188
180,6.10341765462
181,5.93156834137
182,6.08420671693
183,5.97980208262
184,5.96614384555
185,6.15111588783
186,5.83606417923
187,5.9403801168
188,5.8019263681
189,6.07912717216
190,6.11000377985
191,6.07912717216
192,6.01186021379
193,5.82822279316
194,5.83549883183
195,5.9101452673
196,6.11223224177
197,5.85066015456
198,6.0161385163
199,5.79138898768
200,5.9357163161
201,5.9357163161
202,5.82523630388
203,5.71611077335
204,5.87063968341
205,5.74873987537
206,5.76638890973
207,6.06388223135
208,6.05259557504
209,6.02230399681
210,5.95719893061
211,6.02617163392
212,5.69601937091
213,6.07762689822
214,5.72691021519
215,5.8541197997
216,6.07762689822
217,5.71962120748
218,5.86342880863
219,6.09053150351
220,5.89346240472
221,6.13011504234
222,5.96661559555
223,6.01199194743
224,6.06782487338
225,5.97374162439
226,5.86346132143
227,5.83159446434
228,5.92666515101
229,5.86604245246
230,5.81528708093
231,6.05253181701
232,6.00435322063
233,5.86006276089
234,5.84583931472
235,5.96994069533
236,6.19920229267
237,6.13783861508
238,5.88516205968
239,6.25336058061
240,6.07676838246
241,5.62544871696
242,5.81251313165
243,5.90352662928
244,6.03578379053
245,5.64515915509
246,5.91161584017
247,5.9674854965
248,5.93101156743
249,6.06718170934
250,5.84023623159
251,6.12688494582
252,5.7602135882
253,6.11429210138
254,5.80867252219
255,5.87717909894
256,5.81657766629
257,5.58630160362
258,6.04755502759
259,5.97103578902
260,5.26806002369
261,5.70444088578
262,5.86055296508
263,5.74359870122
264,6.31007904997
265,5.55166093555
266,6.10895684142
267,5.97632556714
268,5.87454264504
269,5.9897572453
270,5.9434486403
271,5.98259294192
272,5.99323376077
273,6.08583237829
274,6.09598426051
275,5.97225681492
276,5.64981279847
277,5.4299917657
278,5.54179220266
279,6.04598677804
280,5.77796746684
281,5.78097363817
282,6.05648148834
283,6.04372566502
284,6.05074104813
285,6.04389989078
286,6.01596147882
287,5.81183886067
288,5.49811723984
289,6.01935596007
290,5.82671970749
291,5.9295000466
292,5.88161194516
293,5.97577600051
294,5.9344952902
295,5.82671970749
296,5.81651109654
297,5.83009559626
298,5.79032654508
299,5.47075261044
300,5.7768126944
301,5.95436698504
302,5.90994415219
303,5.8879204062
304,5.76989512628
305,5.59839371977
306,5.8004317176
307,5.83709692076
308,5.91871484136
309,5.28554975197
310,5.872797358
311,6.1145074134
312,6.08848289079
313,5.88728708318
314,5.95198837499
315,5.83380868966
316,5.99323094905
317,5.77733414383
318,5.92319158556
319,5.98652293121
320,5.70560182644
321,5.57038520356
322,5.79725132051
323,5.46926639511
324,5.91347739638
325,5.87822535429
326,6.12514809395
327,5.8612867765
328,5.80803371403
329,5.86791103797
330,5.72195029611
331,6.02020164508
332,5.93052558082
333,6.02020164508
334,5.88791759448
335,5.84415270705
336,6.13529154101
337,6.08703372213
338,5.88745287378
339,5.87111002755
340,6.14410050472
341,5.86973445795
342,6.14691118438
343,5.36830666425
344,5.78410732556
345,6.1504145892
346,6.06274323968
347,5.94971615338
348,6.0408201204
349,5.87941318431
350,5.81981338625
